Contempt,Eye Widen,Smirk,Sentimentality,Lip Stretch,Dimpler,Eye Closure,Blink,Confusion,Surprise,Joy
0.1564776748418808,0.2514927685260772,0.0,0.0022967944387346,0.1535371094942092,0.0,0.0004696572432294,0.0,0.5752233266830444,0.0554452463984489,0.0282807126641273
0.191748097538948,47.836727142333984,0.0010842340998351,1.0374830961227417,1.032756209373474,0.0,0.0127310920506715,0.0,0.0360810086131095,0.0658187791705131,0.0250610988587141
0.1926677823066711,12.129470825195312,0.0,1.9692423343658447,0.4687200784683227,0.0,0.0284405685961246,0.0,0.008473246358335,0.0589536316692829,0.0280939396470785
0.1889361441135406,87.0222930908203,0.0,0.0759278982877731,0.0191152412444353,0.0,4.876327511738055e-05,0.0,0.0368382334709167,1.9534279108047483,0.0586992241442203
0.1926342397928237,18.44764518737793,0.0,27.139726638793945,0.1341211050748825,0.0,0.0002086379681713,0.0,0.0805449038743972,2.3722262382507324,0.0243085660040378
0.1592510491609573,6.832394123077393,0.0,1.6855736970901487,0.0149506870657205,0.1079579144716262,0.0124263390898704,0.0,0.0008941248524934,0.0934249758720397,0.0243586786091327
0.192228153347969,2.5004842281341557,0.0,0.2255999445915222,0.0681850835680961,0.0,1.2015872925985605e-05,0.0,0.0184175204485654,0.0583401136100292,0.0243254173547029
0.0002400597004452,0.1020347252488136,0.0,0.0161122437566518,0.0797114595770835,0.0,0.0050237150862812,0.0,0.0054719941690564,0.1730396747589111,0.0270415730774402
0.1867541074752807,7.170442581176758,0.0,0.3198860883712768,0.0351805984973907,46.31466293334961,0.0017591131618246,0.0,0.1457799226045608,0.3295615911483764,0.0310003124177455
0.0004340817104093,4.683333873748779,0.0,0.0789209529757499,0.5059774518013,3.3349776268005367,0.0471232794225215,0.0,0.0170128680765628,0.0555437877774238,2.464096546173096
0.1840320825576782,42.756649017333984,0.2149399518966674,0.0121386107057332,0.0004373874107841,0.0,1.9049552975047843e-06,0.0,3.740067005157471,0.1138684302568435,0.0243727080523967
0.1901513785123825,18.737260818481445,0.2918227612972259,1.6168535947799685,0.0009016764815896,0.1608286798000335,0.0001463152730138,0.0,0.0026013534516096,3.571619033813477,0.0297025348991155
0.1797468066215515,9.507272720336914,0.0,0.4525155127048492,0.0767453610897064,1.0673255920410156,98.42437744140624,0.0,0.0136443097144365,0.0566443651914596,53.68267822265625
0.0183633212000131,50.73374176025391,0.0,0.0375051833689212,0.0051912697963416,0.0,0.0016910107806324,0.0,0.0511064082384109,0.0638440400362014,0.0302180964499711
0.2191061377525329,4.324430465698241,0.4237434864044189,0.0169872399419546,0.0003110493416897,0.0,9.148607205133885e-06,0.0,0.0608929321169853,0.0647765696048736,0.0263487659394741
0.1922495663166046,2.777096509933472,0.0,0.0958509594202041,0.0467138513922691,0.0,0.0016325186006724,0.0,0.0416257120668888,0.0693177953362464,0.0272892005741596
0.1045517846941947,0.1266352534294128,0.0325408615171909,0.0006824887241236,0.0047513111494481,0.1768825650215148,0.0067070941440761,0.0,0.2648129165172576,0.0736894235014915,0.0248317196965217
0.1919761002063751,9.915919303894045,0.0,0.0131756607443094,0.0,0.0216685272753238,3.91583344026003e-05,0.0,0.0069027249701321,0.6045951247215271,0.0418120324611663
0.1918470412492752,38.21863555908203,0.070402592420578,0.064668595790863,0.00598119571805,0.0,0.0691050142049789,0.0,0.0381575524806976,0.1638136208057403,0.0241867266595363
0.1932587325572967,3.671885251998901,0.0,0.4577450156211853,0.1219778209924697,0.0,1.776689532562159e-05,0.0,0.0243868194520473,0.0569336228072643,0.0
0.0493766404688358,84.14504241943358,0.0,0.0,0.0014419503277167,0.0,0.0009001360158436,0.0,0.2163434475660324,0.0609460920095443,0.0457994975149631
0.1912809610366821,4.919457912445068,0.0,0.0037091400008648,0.0025664104614406,7.51034688949585,1.542547943245154e-05,0.0,0.0497597754001617,1.471489191055298,0.0250787623226642
0.1373921781778335,13.637245178222656,0.0,0.0647950693964958,0.0028621254023164,0.0,97.70909881591797,0.0,0.0065918243490159,1.7464392185211182,0.0270327590405941
0.1765805780887603,0.2247857004404068,0.0,0.0267884526401758,0.0249213278293609,0.0,8.897272891772445e-06,0.0,0.0318389944732189,0.0585580691695213,0.0275311414152383
0.1907126456499099,9.591281890869139,0.022429697215557,0.087010458111763,0.0002889136085286,0.3620789647102356,98.94747924804688,0.0,0.0063165198080241,0.0765974074602127,0.0267177727073431
0.0345167517662048,2.118982553482056,0.0011457863729447,0.054372489452362,0.0043483395129442,0.0,0.0005604964098893,0.0,0.1761029660701751,1.6878525018692017,0.0242373067885637
0.2126861810684204,0.1587544679641723,0.0,0.1716375201940536,0.0008152620284818,0.0,0.000198306835955,0.0,0.0166564751416444,0.0565374866127967,0.0250800307840108
0.1892280876636505,25.7507438659668,0.0,0.0188583172857761,0.4153712391853332,0.0,0.0001941943773999,0.0,0.0183255895972251,0.0553984940052032,0.1418434083461761
0.1926009356975555,9.217904090881348,0.0221537631005048,0.003257788484916,0.3621385991573333,0.0,0.0088616795837879,0.0,4.173638343811035,0.0754873007535934,0.0418004356324672
0.1818524897098541,75.84385681152342,0.0219826158136129,0.0591206699609756,0.0010007095988839,0.0,0.0001166511865449,0.0,0.0,0.0567911081016063,0.0242408197373151
0.1892834901809692,0.7031607031822203,2.6552574634552,0.0612572133541107,7.585835555801168e-05,0.0,1.1262685802648775e-05,0.0,0.0474242269992828,2.4778115749359126,0.0
0.0003367028548382,0.690219759941101,0.0,0.98427015542984,22.890796661376957,0.0,0.000477895635413,0.0,9.740937232971191,0.057288508862257,0.0882469713687896
0.185978427529335,52.974308013916016,0.0,0.0404505021870136,0.0030008852481842,0.0,0.0842754691839218,0.0,0.338213562965393,0.2340599000453949,0.078331746160984
0.1946480125188827,85.57277679443358,0.0,0.0196109507232904,2.000693082809448,0.0984880924224853,0.012471280992031,0.0,0.0159189868718385,0.0576728023588657,0.0297123622149229
0.1914165616035461,0.0179190542548894,0.0,0.0246918145567178,0.2032436430454254,0.0,0.0004970402806065,0.0,0.1580162644386291,0.3342468440532684,0.0241822991520166
0.1806829869747161,23.561599731445316,0.0,0.153527021408081,0.5706337094306945,3.1050596237182617,0.0042612343095242,0.0,0.0907637476921081,0.0590854324400424,0.0240746587514877
0.1704701483249664,55.537376403808594,0.0073993206024169,0.778010904788971,0.0639417394995689,0.0,8.812923510959082e-07,0.0,0.0738793760538101,0.0561352483928203,0.0271701198071241
0.2112899720668792,2.3454155921936035,0.0,0.0221856143325567,0.0153549807146191,0.0,0.0001981453970074,0.0,0.0268725119531154,0.1377683579921722,0.0245271474123001
1.5322750806808472,0.126598834991455,0.0177389159798622,0.4956308305263519,0.0457842871546745,2.2935614585876465,0.0001730665244394,0.0,0.6592631936073303,0.0769825726747512,0.0242843087762594
0.0259121172130107,54.30464553833008,0.0,0.0050732647068798,0.0004443485522642,0.0,0.0009527076035737,0.0,0.5457890033721923,0.0687225759029388,0.0243123192340135
0.1391079127788543,6.379100322723389,0.0,0.0019797801505774,0.2434813827276229,0.0,1.0931233191513456e-05,0.0,0.0843303799629211,0.0980094224214553,0.0241347830742597
0.1742858439683914,60.06730270385742,0.0,0.3135816156864166,0.0003590309352148,0.9954185485839844,0.0001675213716225,0.0,0.0061685475520789,0.0643499344587326,0.0308398623019456
0.1882039010524749,87.49598693847656,0.0,0.0376431085169315,0.0724213942885398,0.0,0.0003004790341947,1.0,1.4322301149368286,0.1632399559020996,0.0242600794881582
0.1831856369972229,0.3902529776096344,0.0059984624385833,0.0298416167497634,0.0133241517469286,0.0320061780512332,0.0009962009498849,0.0,0.1203667744994163,0.0556655526161193,0.0243445821106433
0.1669161915779113,7.457223892211913,4.088075637817383,0.1371870934963226,0.0211469605565071,0.0,0.0001066126860678,0.0,0.0493230670690536,0.0566219165921211,0.0241578742861747
0.1898721158504486,0.5531817078590393,0.0,1.0229778289794922,0.2038559019565582,0.0,0.0025620576925575,0.0,0.0247756484895944,0.9611948132514953,0.0250790733844041
