Contempt,Eye Widen,Smirk,Sentimentality,Lip Stretch,Dimpler,Eye Closure,Blink,Confusion,Surprise,Joy
0.192325621843338,0.1706270724534988,0.0006028256611898,0.0382296070456504,5.846844942425378e-05,0.0,0.0047392239794135,0.0,0.1239217445254325,0.0563460290431976,0.0243387129157781
0.1938588619232177,0.5192847251892089,0.4552936851978302,0.0013299298007041,97.27531433105469,0.0008621424203738,0.1489402949810028,0.0,0.0583818294107913,1.8356729745864868,0.0240739043802022
0.192749410867691,0.0005809349240735,0.0001515514450147,0.0035700246226042,0.0019187089055776,0.002061205683276,0.0063765686936676,0.0,0.228123664855957,0.0553114116191864,0.0244830586016178
0.1850463896989822,0.2353916019201278,0.0100081982091069,3.4554738998413086,0.0002195131673943,0.0,1.482575535774231,0.0,0.0099428156390786,0.0570106208324432,0.0242296811193227
0.1861358731985092,0.0078541180118918,0.0043242778629064,0.0068241134285926,0.0043554985895752,0.0,0.1986143141984939,0.0,0.2665395736694335,0.1058864519000053,0.0240728221833705
0.1730444580316543,0.0157700981944799,0.001109411008656,0.0014415268087759,5.155863254913129e-05,0.0,0.0004069499846082,0.0,0.1770847588777542,0.0555647313594818,0.0240621771663427
0.1928201466798782,0.0096404934301972,0.0024614550638943,0.0079636694863438,0.0001749214716255,0.0,0.0285185761749744,0.0,0.04471280798316,0.1249392181634903,0.0240670870989561
76.13743591308595,0.0754797533154487,0.9178848266601562,0.0005987501353956,2.260226392536424e-05,0.0,0.0005016743089072,0.0,2.113884210586548,1.2239245176315308,0.0240602269768714
0.1911192536354064,0.0363148003816604,0.0027476348914206,0.0009408390033058,0.000777987355832,0.0812821835279464,0.0186705607920885,0.0,3.7406826019287114,0.0560138449072837,0.0240778047591447
0.1929523348808288,0.1243291497230529,0.0,0.0026379695627838,4.208249811199494e-05,0.0691523551940917,0.0226821154356002,0.0,3.3451032638549805,0.0579494349658489,0.0241229124367237
0.2083322703838348,0.0235819704830646,0.0,0.0272078104317188,0.0003411324287299,3.2922420501708984,0.0003313563356641,0.0,0.0538717880845069,0.1073181629180908,0.0242521930485963
0.2063257843255996,0.0071024554781615,0.0,0.0297339260578155,0.0002271013363497,0.0034617709461599,0.1947187185287475,0.0,0.0632719695568084,0.1673715561628341,0.0240489207208156
0.1973765939474105,0.0062810508534312,0.0035886792466044,0.0029935881029814,4.552828977466561e-05,0.0,0.1652681231498718,0.0,0.4782938063144683,0.0554332211613655,0.0242841709405183
0.1924201846122741,0.0045601883903145,0.0003355873050168,0.0734331309795379,0.004471082240343,0.0,0.0449800379574298,0.0,0.3680174648761749,0.0822192057967185,0.0241518635302782
0.1834917515516281,0.0439440608024597,0.0097117451950907,0.000460843933979,1.1765477211156394e-05,0.4903821945190429,0.0010659595718607,0.0,7.086066246032715,0.20988729596138,0.0240835696458816
0.2277615666389465,0.0220394860953092,0.0020367838442325,0.075791448354721,0.001850405940786,0.0,0.0028512475546449,0.0,0.2165356278419494,0.0561912134289741,0.0240430049598217
0.0003012224624399,0.0380140617489814,0.0,0.0124332020059227,0.0029114105273038,0.0,0.0977935418486595,0.0,0.0391814410686492,1.2673317193984983,0.0240663774311542
0.1910333335399627,0.0226572379469871,24.474498748779297,0.0018008422339335,9.340573160443456e-05,0.0,0.0028396362904459,0.0,0.2447219341993331,0.0712111964821815,0.0243030041456222
0.1896097958087921,0.0377467274665832,0.0005459882668219,0.0013092801673337,9.592337301000951e-05,0.0,0.006035363767296,0.0,0.2445950806140899,0.0577728487551212,0.0242775958031415
