,Respondent,Timestamp,Anger,Contempt,Disgust,Fear,Joy,Sadness,Surprise,Engagement,Valence,Sentimentality,Confusion,Neutral,Attention,Brow Furrow,Brow Raise,Cheek Raise,Chin Raise,Dimpler,Eye Closure,Eye Widen,Inner Brow Raise,Jaw Drop,Lip Corner Depressor,Lip Press,Lip Pucker,Lip Stretch,Lip Suck,Lid Tighten,Mouth Open,Nose Wrinkle,Smile,Smirk,Upper Lip Raise,Blink,BlinkRate,Pitch,Yaw,Roll,Gaze Velocity,Gaze Acceleration,Fixation Duration,Fixation Dispersion,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration,Saccade Direction
10,1,01/01/1970 0:05,1.238995486,0.044400059,0.700992962,0.865732804,45.58172266,0.083211997,0.637125174,71.66489161,50.54857659,6.597512122,0.185870652,48.94390601,97.28408544,0.156437836,0.435206622,20.81884004,6.518981607,6.407562514,3.997656648,29.66852939,0.909409041,6.282679384,0.009930322,15.4275573,1.189663412,6.121700048,13.03871732,0.830387705,62.64812133,1.384304156,53.89847072,0.052204826,7.201040134,0.012514221,23.24232082,-6.975069559,0.20819667,-5.205071767,69.64411037,-3.636610779,218.356,0.930326959,274.3478261,13.7466776,175.8387252,2574.589337,-2545.238477,187.2462835
11,1,01/01/1970 0:06,0.569162148,0.141146314,0.174821321,0.524645128,4.575552519,0.125648921,0.286612847,20.52291142,7.9135598,1.408953925,0.172234607,92.55438423,97.55631042,0.109804209,0.442244014,1.473547538,1.414690078,4.744308361,7.164433248,13.48678507,0.195658171,4.579059081,0.487856886,0.877511719,4.815123454,0.263698347,7.05677752,0.271734867,35.81713322,0.223005349,9.780134315,0.046350146,2.35475841,0.020089286,34.29241071,-7.794812653,-2.777830713,-2.020341463,98.07580357,-126.3297744,261.6860465,1.274567522,326.9776119,17.20508426,224.6606916,2573.446385,-2600.936199,212.0757389
12,1,01/01/1970 0:06,2.945204543,0.133819325,1.173877092,3.327985159,11.72122559,0.259060303,1.310667401,59.0492752,13.84575425,0.269629841,1.461575349,78.97261426,93.55358652,0.155841983,1.329703803,8.432218895,0.079298558,1.625460525,8.492448501,11.99692737,6.186855493,16.92628481,0.016930602,1.18461005,11.80137276,0.163658187,0.146560146,4.780623138,83.47553975,0.592559503,14.92279528,0.293978627,8.144990048,0.010067114,22.75838926,-2.490438096,-3.886557234,0.548967774,158.425154,277.3231638,67,0.05800411,166.9305556,23.42028788,265.3560585,2844.8331,-2546.324752,185.7813095
13,1,01/01/1970 0:07,4.366461879,0.161430669,0.375815966,5.435316591,0.112711054,0.131324932,2.157656567,40.54066423,1.291736008,0.377780825,0.428806813,88.11425035,90.65250546,0.042946392,5.075337492,0.834786507,0.174932667,2.017435564,7.567254031,29.7984018,1.398950327,10.68702364,0.022837809,1.093955524,7.316552636,0.389273207,1.207081058,0.124501327,68.63362583,0.220293603,2.522939194,0.348696437,0.585116979,0.012249443,19.48997773,-1.926381391,2.903407574,-0.424445704,261.5195904,1126.155393,,,92.25,26.26501401,329.092469,4029.398137,-4744.534251,287.9480922
14,1,01/01/1970 0:07,1.081597439,0.172705346,0.376877082,2.631564306,12.30558138,0.143841526,1.838493609,42.38997006,18.38445289,0.832828003,0.22635724,81.23816978,94.25704493,0.08334158,2.849816747,4.680384716,10.77496635,6.192786551,5.525645393,8.646501433,0.185127225,9.298732666,0.512550902,7.876967142,2.113999359,0.878695331,15.8995713,0.906575878,49.96671586,0.67552118,20.64125378,1.304201838,6.681896441,0.016741071,26.81919643,-11.49584026,-4.557293124,-2.088384985,248.9868968,71.71174941,,,174.475,16.67680589,344.3753819,3040.775218,-4421.76065,284.0789335
15,1,01/01/1970 0:08,0.474570481,0.177328921,0.078874889,0.461602579,0.0315006,0.123019222,0.118178958,6.265162861,0.410444896,0.8411347,0.113668063,98.9774011,93.96945269,0.119262683,0.616005057,0.276144666,0.491502291,3.118166217,3.20376092,6.253719155,0.153483112,1.735449059,0.000845829,0.116246648,3.734337305,0.163745085,5.303202544,0.032509665,16.61719643,0.148631531,1.478993184,0.166879619,0.080305267,0.007821229,18.28156425,-12.72019725,1.028349109,-3.819986184,,,,,,,,,,
16,1,01/01/1970 0:08,0.492758623,0.191006047,0.05963367,0.526474947,0.025389555,0.146522827,0.259932306,40.86783402,-0.003118519,0.393096116,0.075689286,98.8218069,97.21201521,0.039801843,1.08504268,0.240972626,7.661084534,2.851378888,4.616679826,14.50091199,0.049386131,3.10311607,0.017209195,0.100748981,5.838233117,0.575667444,68.93019714,0.109736051,7.130212446,0.291418553,0.347640067,0.381452082,0.191347805,0.011235955,22.40898876,-17.37265568,-0.707570191,-0.129355075,,,,,,,,,,
17,1,01/01/1970 0:09,0.734125569,0.18752146,0.045484126,1.035434901,0.025785731,0.126832301,0.515699877,9.084123313,0,0.359295998,0.103577205,97.86663919,97.33899663,0.078712649,1.129232971,0.3001761,0.886434029,6.20966026,12.35795686,25.37406031,0.167863376,0.323459126,0.000627559,0.041808621,4.772965351,0.130746064,15.91197705,0.332764679,8.44145576,0.142032809,0.458021494,0.248951318,0.103744883,0.018181818,31.86818182,-11.17922175,-1.258042571,0.513470608,49.962002,,,,33.5,,49.962002,,,
18,1,01/01/1970 0:09,0.808102601,0.178528948,0.18844726,0.732003777,0.028513953,0.123751494,0.16704517,12.51797586,0.096726786,0.346152051,0.185483845,98.28629438,95.06024018,0.080411391,0.422500641,0.288861636,0.05313293,1.022967414,7.393859212,5.960041218,0.230173213,3.482667382,0.002495616,0.07202293,9.808531542,0.025699947,5.225338731,0.88413516,49.72703136,0.164973696,1.155181238,0.102416285,0.165793027,0.013318535,22.50832408,-9.664806587,-4.306225753,-3.574927941,496.3535978,,,,33.5,,496.3535978,,,
19,1,01/01/1970 0:10,1.779342818,0.187927305,0.069168817,2.485404592,0.025589783,0.126173804,0.807132004,8.058405232,-0.009322506,0.460246124,0.061053204,95.17429613,93.78335625,0.209975183,1.234897375,0.121231972,0.536966051,1.128645393,4.520301456,29.25893814,0.208851636,1.781773371,0.000683832,0.7508603,3.315128866,0.106614243,15.10949553,0.059212376,12.64193952,0.416954682,0.452663785,0.195699006,0.071301852,0.013348165,27.15684093,-9.744975935,4.626569661,-2.187804547,138.6242064,-140.8416393,112,1.115167083,261.0403226,27.09400239,217.1472569,1442.64063,-1934.192293,143.9917605
20,1,01/01/1970 0:10,0.226898411,0.516810936,0.047972151,0.245229018,0.024822023,0.143480821,0.099064656,5.074523611,-0.112580872,0.261221928,0.06791176,98.80060147,95.57227735,0.124438863,0.34387259,0.248405141,3.992850277,2.054268305,4.286366174,5.0766337,0.010686645,0.265787247,0.009126622,0.505827349,7.464462173,2.803994309,8.636080748,0.05015488,5.767184887,0.891195933,0.15141947,1.681717101,0.323202842,0.010285714,16.368,-7.819090818,-0.237641593,3.635945553,75.79865982,-27.40804333,100.7407407,0.372092828,399.7138365,14.67060463,171.6562171,2624.917347,-2606.561808,206.0459839
21,1,01/01/1970 0:11,1.108891041,0.269836998,0.175466998,0.963235783,0.025532638,0.153077097,0.139083685,14.51768721,-0.710748291,0.90926121,0.348554233,97.59205074,97.06621224,0.043200409,0.422224365,0.180992604,2.745402292,2.310035627,2.729670937,10.49362407,0.81696882,0.544866499,0.154616577,4.682933644,4.543102752,0.195496275,4.754216892,0.091826947,41.11240998,0.160615681,0.310921118,1.213157186,0.265919468,0.008879023,16.59489456,-9.072728617,-3.202825397,-0.067115694,55.4788529,-29.85982345,216.4444444,0.844128805,192.7666667,14.89932841,125.1398614,1284.395421,-1443.726094,195.8533396
22,1,01/01/1970 0:11,0.378217969,0.181428545,0.027866536,0.697627777,0.02826369,0.126661636,0.48367901,4.760498074,0.051849571,1.080040296,1.234759977,98.46556605,90.89804334,0.0852112,4.042604058,0.291024334,1.659415381,9.222850512,3.997213382,13.59193914,1.214568236,1.269141683,0.027917657,0.899009261,9.118122547,0.134063845,12.87017434,0.062141404,1.962584111,0.194132661,1.020411668,0.682257902,0.503188968,0.011376564,16.06825939,-15.09777255,-0.577061145,0.104354495,101.6270292,203.432874,67,0.12897224,162.2361111,11.72070713,144.3338553,1441.202937,-1591.796728,164.4262486
23,1,01/01/1970 0:12,0.23407147,0.191293077,0.038232566,0.241450175,0.025652915,0.140734444,0.100592128,5.516041743,-0.198591394,0.429219238,0.108749138,99.45075594,96.50143628,0.149730267,0.018110867,0.172267387,3.214810868,1.394106464,1.290355095,11.22477832,0.005779937,0.027173095,0.000220173,1.210171982,0.957107951,2.248268908,18.20612257,0.012647304,2.405989889,0.276563384,0.482695312,0.209492968,0.019672704,0.004464286,15.10714286,-11.19294522,3.419771254,-0.398096247,87.25630544,-86.8203395,125.6428571,0.557953998,270.8859223,22.29932067,165.1859332,1841.923951,-1638.664788,183.2814336
