Anger,Contempt,Disgust,Fear,Joy,Sadness,Surprise,Engagement,Sentimentality,Confusion,Brow Furrow,Brow Raise,Cheek Raise,Chin Raise,Dimpler,Eye Closure,Eye Widen,Inner Brow Raise,Jaw Drop,Lip Corner Depressor,Lip Press,Lip Pucker,Lip Stretch,Lip Suck,Lid Tighten,Mouth Open,Nose Wrinkle,Smile,Smirk,Upper Lip Raise,Blink,BlinkRate,Grade,Respondent
0.7100704829511931,1.7854974726032016,0.050067403299816786,0.8019113829041588,0.025689751453959596,0.13368474878563383,0.2637515421321128,4.033172154253986,0.30604780704431206,0.03688168052570445,0.11150173719749894,0.04996616577783392,0.2612938560880605,1.361379956771983,1.1152346199577012,4.827622835615583,19.545278668820107,0.030786017475386257,0.08568133662519736,0.00040921120393525224,0.6264395090858375,0.046281083890330275,2.471080060820352,2.842431549965888,0.033363005698281004,5.228936672610743,0.17914339115615885,0.30652581010400987,1.8769679958531962,0.06596314710773789,0.015511892450879007,26.65032875074716,100.0,1
0.2452234260030091,2.908844588942826,0.10889667950943109,0.1986823715865612,0.02586450404766942,0.1775142008215189,0.11715596079267558,10.314899767681956,0.39150202886460467,0.03701764736784384,0.038116457798227144,0.3880235491934,0.37664592355582865,7.791335552418191,3.110616767529995,2.6812347986956113,0.30012859331531216,0.05419900952978055,4.25743396117448,0.04421921503704475,4.647981958207776,0.001589641967110107,4.6906465520621445,9.092916103679679,0.08212962908095503,7.715528049967776,0.05153343993704762,0.17080523523551525,3.4790063402595552,0.030285918330333467,0.005,15.275581395348837,50.0,2
0.2299785995297134,0.18488999576121568,0.05978830510005351,0.22700454045832158,0.0299147583181038,0.12686213266849514,0.2589447796475142,4.890587059855461,0.8666342987979296,0.02568605154682877,0.024048649243079076,0.9079017139626667,1.3306210865825414,1.0642925561383192,9.21431389672123,0.7791936031813271,2.6479543855428203,0.3053368071727455,5.934109001515433,0.008723550225685857,5.170604524342418,9.030380826057622e-05,1.2425385344273818,0.6763243943262887,0.013203812887106274,7.2526216225028035,0.01261389350274107,1.0874949272610248,0.5135238482318819,0.017581482367962916,0.0015,3.175029171528588,55.0,3
0.601508272824809,5.32315535860663,0.24604131226090248,0.3806338120899163,2.962681326292455,0.2570286491457373,0.07390295246616001,27.372540674835445,2.978463008328603,0.2566491484143189,0.2015928112089168,0.0258780666840275,2.989099528652383,14.64567747791145,13.408496024355285,3.2061094695362247,0.49551701378579494,0.011877871737949996,2.8692005626228956,0.8713058363271264,14.633770423234074,0.07650001792237773,15.869609426688728,17.634079565212794,2.4833086662113946,30.142901642177968,0.41501104803412453,3.4799865831918106,8.014784376267665,0.33661486683418024,0.012,19.31168831168831,75.0,4
0.21840733800176532,4.89899522504292,0.07170076626003716,0.15776049339026213,0.11206238494720305,3.0007513100039214,0.056078966272994836,9.891245659962296,2.378599265154451,1.3638117781672627,1.1819706359431148,0.02508659566991259,0.9267188801737503,15.323393769030343,37.952396553218364,1.9811181894138863,0.02647483374514554,0.018614490030304246,0.2513619778283592,20.159400606800745,13.83151228045639,0.1881009834899405,14.424138814321312,9.670478138351813,0.4949677793347801,2.4871515958488453,0.5479408332912717,2.882133462031139,13.444009437621105,1.0565405714498775,0.0075,13.623529411764705,65.0,5
10.918944672964514,9.123574160449207,0.11677090431097893,1.9615398984774948,0.024656180361285755,4.186593880780041,0.07678785743564365,56.388049587473276,0.18806894484380607,6.545939835831988,66.56918245455623,0.014569404928066387,0.23096908034337682,5.678877562703207,7.387194204771304,0.046786786615129874,0.034076508699759825,0.002558820830992722,6.099397631303364,0.14994186636261275,7.1912130992769505,0.3304736731145567,4.638344309600329,6.50114143374636,17.528465972000035,26.18358624156838,0.16359991435566917,0.07418529837439196,8.449560692292172,0.4283056611055345,0.0005,0.987012987012987,55.0,6
3.1585526624079794,0.25708512130282907,1.5108335030842572,3.9608921565115454,1.7061906994301825,1.2492379077640363,6.843887347409502,34.41453658339381,0.006072631861203214,4.220831566316542,5.413518266302999,2.780834523912752,2.239423197788186,0.0014086911905778388,0.008326191136708072,6.721710145777161,12.179368994454068,1.4784634063434128,67.0604092220068,2.423735966072422e-05,0.002101376104457469,0.10347324460900953,0.006326788407768568,0.00022362297863398595,0.8745224838247395,69.24990495097637,1.915150674051605,1.6826539927809498,0.31287179090501743,6.359607945632655,0.0035,5.3131535498073745,75.0,7
0.7656223558960482,1.1362122216356947,0.22071746939601145,0.4110160219417885,0.8484971212819219,0.40799957795161756,0.4192100014369935,21.109672979384662,1.8948340624752456,0.351223084848607,0.16086627717944793,0.2687529192932416,1.5118089476660825,3.491867285657383,11.197685487550581,3.6092124840653117,0.18620599978358038,1.9739059086440829,21.74697884908982,1.2025686919824374,2.868683407378653,0.06253674274878071,1.2497885505402029,3.4106791079384275,4.211307240924682,39.64588710917006,0.2617103964021662,1.5404291773583392,2.8826010245765645,0.17865790205298887,0.007,13.896103896103897,55.0,11
0.15369467948749663,0.32893716448545457,0.04095749306399371,0.14719510392844676,0.024280921334400723,0.13895199896022678,0.06382824719138439,2.7810615638792515,0.1178006105082895,0.05121752012299835,0.05237531724374271,0.07380366703320757,0.12516062878150838,1.9366088459369812,1.8239315643274754,1.3111808873753217,0.5680346236855767,0.03519769815285686,0.7673192836636735,0.020573464413579347,0.675705749341092,0.004368574801877493,1.3353335817145453,3.1582263774452333,0.014428747713002349,2.218498542390018,0.04073850645270427,0.009794902031273473,0.4182755220377876,0.0010059879520462832,0.003,5.545454545454546,100.0,12
0.3420279780961573,0.21292855355329812,0.15636438157968222,0.34012722624093294,0.02813626908045257,0.1255091040730476,0.9519683714117855,12.909603929594159,0.11054822781780965,0.0761115409741469,0.1578444856602873,1.3606629758059863,0.3442471584659652,0.10915498633365858,0.2206448675482825,6.611137169633319,1.2196917907571478,0.14603242442337794,19.883637038910585,0.06108859298478278,0.9660092289259363,0.5458328652050374,0.18700319295384646,0.0424479055214742,0.20282481546075995,19.041895384433847,0.018055640793002526,0.6050564092697314,0.8903373166243546,0.4362324360834697,0.0055,8.026421596783457,60.0,13
