,Respondent,Contempt,Smirk,Surprise,Joy,Smile,Sadness,BlinkRate
0,ID10,0.181760451509,0.8730988601838,0.500571544076,6.6938453682726005,14.138321517324401,0.11754299858220002,5.28
1,ID13,0.1187193889574,1.8062215712215999,1.4282135353728,21.656810583026406,36.2950724263428,0.5266832443138001,0.0
2,ID17,0.9072044133710002,2.598077916604,1.5806221832361997,0.0241374625032,0.0384789216928,0.17203875480439998,0.5808
3,ID44,0.2501318678222,0.18091287614020002,0.15051200206039997,0.0258552418848,0.1015950130374,0.3423887641818,1.938
4,ID98,0.17193889653760003,1.4188653181364,1.6998119497294,12.797447674892599,17.794578440103997,0.219820432781,3.3708
